annotation,begin_datetime,end_datetime,exclusion_flag,id,instrument,method,node,parameter_ids,parameter_names,qc_flag,site,source,stream 
Deployment 8: Glider stopped sampling on 5/3/2019 15:00 UTC due to a failed altimeter. Glider recovered 5/4/2019 at 14:00 UTC.,2019-05-01T17:00:00Z,2019-05-04T07:00:00Z,False,1583,,telemetered,GL340,[],[],,CP05MOAS,cdobson@whoi.edu,
Deployment 10: Instrument was offline between 5/4/19 and 5/8/19. No telemetered data are expected for this time period.,2019-05-02T17:00:00Z,2019-05-07T17:00:00Z,False,1614,03-CTDBPD000,,MFD37,[],[],,CP03ISSM,cdobson@whoi.edu,
"Absorbance blank values are linearly interpolated to fill a gap where no blanks were telemetered/recorded. Calculated pCO2 values get progressively worse during this time period. Recovered instrument data, with good blanks, is available during most of this gap. Users should replace the telemetered and recovered_host data collected during this time period with recovered_inst data.",2019-05-03T07:30:00Z,2019-08-09T15:30:00Z,False,3425,05-PCO2WB000,,RID16,[],[],suspect,CE01ISSM,kuebelb@oregonstate.edu,
"Absorbance blank values are linearly interpolated to fill a gap where no blanks were telemetered/recorded. Calculated pCO2 values get progressively worse during this time period. Recovered instrument data, with good blanks, is available during most of this gap. Users should replace the telemetered and recovered_host data collected during this time period with recovered_inst data.",2019-05-03T07:30:00Z,2019-08-09T15:30:00Z,False,3426,05-PCO2WB000,recovered_host,RID16,[],[],fail,CE01ISSM,kuebelb@oregonstate.edu,
"Deployment 00007: The oxygen sensor's internal salinity setting was set to 35. OOI processing previously assumed it was set to 0 which resulted in an erroneous ""DO- Pressure Sal Corrected (umol /kg)"" parameter. A correction was implemented 2022-02-28. Users who have requested this deployment's oxygen data prior to 2022-02-28 are encouraged to re-download the data. If reprocessing oxygen data, the preset salinity of 35 must be used in the salinity correction.",2019-05-03T15:43:00Z,2019-06-12T21:46:00Z,False,3040,04-DOSTAM000,telemetered,GL311,[1516],['sci_oxy4_oxygen'],,CE05MOAS,stuart.pearce@oregonstate.edu,dosta_abcdjm_glider_instrument
"Deployment 00007: The oxygen sensor's internal salinity setting was set to 35. OOI processing previously assumed it was set to 0 which resulted in an erroneous ""DO- Pressure Sal Corrected (umol /kg)"" parameter. A correction was implemented 2022-02-28. Users who have requested this deployment's oxygen data prior to 2022-02-28 are encouraged to re-download the data. If reprocessing oxygen data, the preset salinity of 35 must be used in the salinity correction.",2019-05-03T15:43:00Z,2019-06-12T21:46:00Z,False,3041,04-DOSTAM000,recovered_host,GL311,[1516],['sci_oxy4_oxygen'],,CE05MOAS,stuart.pearce@oregonstate.edu,dosta_abcdjm_glider_recovered
"Deployment 00006: The oxygen sensor's internal salinity setting was set to 35. OOI processing previously assumed it was set to 0 which resulted in an erroneous ""DO- Pressure Sal Corrected (umol /kg)"" parameter. A correction was implemented 2022-02-28. Users who have requested this deployment's oxygen data prior to 2022-02-28 are encouraged to re-download the data. If reprocessing oxygen data, the preset salinity of 35 must be used in the salinity correction.",2019-05-03T16:08:00Z,2019-07-25T16:09:00Z,False,3079,04-DOSTAM000,recovered_host,GL384,[1516],['sci_oxy4_oxygen'],,CE05MOAS,stuart.pearce@oregonstate.edu,dosta_abcdjm_glider_recovered
"Deployment 00006: The oxygen sensor's internal salinity setting was set to 35. OOI processing previously assumed it was set to 0 which resulted in an erroneous ""DO- Pressure Sal Corrected (umol /kg)"" parameter. A correction was implemented 2022-02-28. Users who have requested this deployment's oxygen data prior to 2022-02-28 are encouraged to re-download the data. If reprocessing oxygen data, the preset salinity of 35 must be used in the salinity correction.",2019-05-03T16:08:00Z,2019-07-25T16:09:00Z,False,3078,04-DOSTAM000,telemetered,GL384,[1516],['sci_oxy4_oxygen'],,CE05MOAS,stuart.pearce@oregonstate.edu,dosta_abcdjm_glider_instrument
The profiler profiled once and then stopped. Recovered on the same day.,2019-05-04T17:00:00Z,2019-05-05T16:59:59Z,False,2773,,,SP001,[],[],not_operational,CE07SHSP,ian.black@oregonstate.edu,
"The profiler stopped sending data to shore, but the operator was able to communicate with it acoustically. See the recovered_cspp method dataset for full data.",2019-05-09T17:00:00Z,2019-08-11T17:00:00Z,False,2758,,telemetered,SP001,[],[],not_available,CE06ISSP,ian.black@oregonstate.edu,
Deployment 6: WFP02 stopped sampling 2019-05-10. Root cause unknown. No data expected after this date.,2019-05-09T17:00:00Z,2019-09-26T15:09:00Z,False,4641,,,WFP02,[],[],not_operational,GP02HYPM,cdobson@whoi.edu,
Deployment 10: Telemetered data from all MFN instruments could be delayed up to 3 days due to a limitation in communications with the MFN.,2019-05-11T17:00:00Z,2019-09-28T05:38:00Z,False,1629,,,MFD37,[],[],,CP04OSSM,cdobson@whoi.edu,
Deployment 10: Telemetered data from all MFN instruments could be delayed up to 3 days due to a limitation in communications with the MFN.,2019-05-11T17:00:00Z,2019-09-28T05:38:00Z,False,1628,,,MFD35,[],[],,CP04OSSM,cdobson@whoi.edu,
The Chlorophyll calibration scale factor values were switched with a different instrument.  These values are correctable by using the correct calibration values with the raw data counts from the instrument.,2019-05-15T10:50:00Z,2019-08-08T14:23:00Z,False,3088,02-FLORTM000,,GL312,[1485],['sci_flbbcd_chlor_units'],suspect,CE05MOAS,stuart.pearce@oregonstate.edu,flort_m_sample
Deployment 9: Glider mysteriously disappeared when staged for recovery. Believed to be a vessel strike or fouled in fishing gear. No recovered dataset expected.,2019-05-15T16:37:11Z,2019-07-27T17:03:00Z,False,1782,,,GL336,[],[],,CP05MOAS,cdobson@whoi.edu,
"Based on a HITL review and automated quality assessments of the data, the data highlighted during this time period is considered inaccurate and users should avoid using the data as part of any analysis.",2019-05-17T03:35:30Z,2019-10-12T07:36:00Z,False,3496,05-PCO2WB000,,MFD35,[],[],fail,CE06ISSM,kuebelb@oregonstate.edu,
HITL review and automated quality assessments determined that the data during this time period are inaccurate. Avoid using the highlighted data in any analysis.,2019-05-18T14:59:47Z,2019-06-22T23:30:53Z,False,3972,2D-PHSENA101,,SF01A,[],[],fail,RS01SBPS,m.vardaro@gmail.com,
HITL review and automated quality assessments determined that the data during this time period are inaccurate. Avoid using the highlighted data in any analysis.,2019-05-21T15:15:27Z,2019-05-23T16:22:44Z,False,3926,2B-PHSENA108,,SF01B,[],[],fail,CE04OSPS,m.vardaro@gmail.com,
The high voltage power supply providing power to the seafloor dataloggers and instrumentation failed for reasons unknown at this time. No further telemetered data will be available for this deployment.,2019-05-25T05:40:00Z,2019-10-10T14:07:00Z,False,1750,,recovered-host,MFD37,[],[],not_operational,CE07SHSM,wingardc@oregonstate.edu,
The high voltage power supply providing power to the seafloor dataloggers and instrumentation failed for reasons unknown at this time. No further telemetered data will be available for this deployment.,2019-05-25T05:40:00Z,2019-10-10T14:07:00Z,False,1691,,telemetered,MFD37,[],[],not_operational,CE07SHSM,wingardc@oregonstate.edu,
The high voltage power supply providing power to the seafloor dataloggers and instrumentation failed for reasons unknown at this time. No further telemetered data will be available for this deployment.,2019-05-25T05:40:00Z,2019-10-10T14:07:00Z,False,1690,,telemetered,MFD35,[],[],not_operational,CE07SHSM,wingardc@oregonstate.edu,
The high voltage power supply providing power to the seafloor dataloggers and instrumentation failed for reasons unknown at this time. No further telemetered data will be available for this deployment.,2019-05-25T05:40:00Z,2019-10-10T14:07:00Z,False,1749,,recovered-host,MFD35,[],[],not_operational,CE07SHSM,wingardc@oregonstate.edu,
The datalogger computer crashed and had to be power cycled to restore operation. Telemetered data was lost for this time period.,2019-05-25T15:05:00Z,2019-05-27T13:55:00Z,False,1693,,,SBD12,[],[],not_available,CE09OSSM,wingardc@oregonstate.edu,
Deployment 7: Glider's altimeter failed on 5/27/2019 so it will be limited to sampling the bottom line of the FZ box and to 500m until the end of the deployment.,2019-05-26T17:00:00Z,2019-06-18T03:34:00Z,False,1620,,,GL387,[],[],,CP05MOAS,cdobson@whoi.edu,
"For reasons the vendor has been unable to determine, the instrument may suddenly stop recording any data. This failure mode has been observed several times. No further data will be available from this sensor for the remainder of the deployment.",2019-06-06T22:30:00Z,2019-10-22T08:32:00Z,False,1681,08-FDCHPA000,,SBD12,[],[],not_operational,CE02SHSM,wingardc@oregonstate.edu,
"The instrument operates on an internally controlled schedule. Due to an instability of the internal instrument clock as a function of temperature, the instrument's operating schedule will drift out of alignment with the limited window allowed by the datalogger schedule. The result is a loss of telemetered data. The instrument should continue to sample and record internally. Comparisons between the instrument clock and the datalogger clock (GPS based) while telemetry was active will permit characterization of the internal instrument clock offset and drift (generally fairly linear). ",2019-06-07T07:40:00Z,2019-10-22T16:57:00Z,False,1678,07-ZPLSCC000,,MFD37,[],[],not_available,CE01ISSM,wingardc@oregonstate.edu,
"UPDATED, 2019-10-12: Upon recovery, confirmed that the sensor was biofouled. Data from June 14th through the end of the deployment should not be used. *Beginning around June 14th, the dissolved oxygen data near the bottom declined to approximately -4 umol/L by June 28th, where it has remained since. Data from a co-located profiler system and the Near Surface Instrument Frame indicates a low oxygen event occurred beginning in the same time frame, with full ventilation of the water column occurring around July 5-6. Sometime during this time frame, this instrument appears to have either failed, been damaged or biofouled to the point where the data is no longer considered useable.",2019-06-13T17:00:00Z,2019-10-12T13:18:00Z,False,1630,03-DOSTAD000,,MFD37,[],[],fail,CE06ISSM,wingardc@oregonstate.edu,
HITL review and automated quality assessments determined that the data during this time period are inaccurate. Avoid using the highlighted data in any analysis.,2019-06-14T12:32:36Z,2019-06-27T01:38:20Z,False,3933,4F-PCO2WA102,,SF01B,[],[],fail,CE04OSPS,m.vardaro@gmail.com,
The datalogger computer crashed and had to be power cycled to restore operation. Telemetered data was lost for this time period.,2019-06-15T03:35:00Z,2019-06-17T12:25:00Z,False,1684,,telemetered,RID26,[],[],not_operational,CE04OSSM,wingardc@oregonstate.edu,
Data indicates the sensor has either fouled or the intake tubing has become clogged.,2019-06-15T17:00:00Z,2019-10-22T16:57:00Z,False,1697,06-PHSEND000,,RID16,[],[],suspect,CE01ISSM,wingardc@oregonstate.edu,
HITL review and automated quality assessments determined that the data during this time period are inaccurate. Avoid using the highlighted data in any analysis.,2019-06-16T08:21:19Z,2019-06-22T23:53:03Z,False,4014,4F-PCO2WA301,,SF03A,[],[],fail,RS03AXPS,m.vardaro@gmail.com,
Instrument port not functioning properly; instrument offline.,2019-06-17T07:32:32Z,2020-08-04T11:59:10Z,False,2472,3C-PARADA301,streamed,SF03A,[],[],not_operational,RS03AXPS,m.vardaro@gmail.com,parad_sa_sample
HITL review and automated quality assessments determined that the data during this time period are inaccurate. Avoid using the highlighted data in any analysis.,2019-06-17T11:00:00Z,2019-07-23T08:00:00Z,False,3885,4B-PHSENA106,,PC01B,[],[],fail,CE04OSPS,m.vardaro@gmail.com,
